12078	26521	
19886	19341	
20448	17982	
36769	2958	
19237	18994	
30672	11048	
31105	6773	
17987	20997	
16528	22405	
37316	3572	
28791	13167	
33885	5395	
37101	3127	
9816	32470	
26430	12563	
8716	32528	
6401	33365	
21669	17314	
36804	2393	
19331	20012	
11866	29750	
31531	7806	
36303	3348	
18195	21996	
11676	26085	
34465	3796	
36507	4229	
30062	9530	
15258	22962	
17421	25004	
39052	1716	
30028	8362	
38741	2236	
28056	11088	
20193	17727	
15945	22272	
32995	7216	
20830	21463	
3887	36083	
16571	23624	
4930	35847	
27221	13292	
17967	20163	
34223	5487	
27674	10377	
37479	3186	
32024	8203	
16290	22881	
2498	37823	
15498	26743	
27639	10388	
1175	38187	
26566	14415	
9076	30278	
8493	33093	
12771	29274	
30440	11481	
32391	6566	
10649	27614	
28836	12688	
5716	33399	
25693	13656	
7770	32913	
15057	23708	
5683	33026	
33765	6149	
4147	35870	
33766	4204	
27270	12834	
37351	3389	
37567	2412	
8583	33026	
32238	5749	
39351	1209	
29618	8621	
3345	37933	
35891	4398	
30645	8957	
19133	21711	
38656	364	
12324	30027	
8850	29004	
33	40075	
31465	7411	
2249	38549	
23335	18034	
8759	33358	
34530	6054	
2395	38396	
22944	15096	
26802	13072	
21367	21452	
3489	37883	
23268	16835	
29563	10078	
20971	16389	
22138	20233	
18259	24467	
10840	27525	
33843	8056	
10401	30729	
33760	8007	
22349	16739	
27628	14665	
28870	9192	
14264	26723	
3048	37908	
13610	28169	
16723	21727	
38169	807	
10343	28515	
20668	20057	
11315	28946	
7716	31376	
19992	22130	
15186	26933	
37974	2293	
35501	6072	
25288	15260	
17650	23749	
9748	30933	
31876	8682	
2841	38142	
38229	2315	
23327	17365	
22752	14726	
8754	32543	
28282	14237	
8451	30240	
26015	11344	
5774	33811	
17646	24288	
29432	10418	
29341	10500	
37250	2460	
7987	33446	
31200	7415	
32907	7602	
18841	23376	
22300	17372	
23827	15942	
28492	13429	
12301	26814	
26716	11526	
36036	5292	
29229	10354	
38020	1818	
24224	17699	
