41475	41993	
20299	18008	
22563	22971	
59256	59926	
38973	38698	
28872	29943	
56289	56634	
28012	29548	
22527	20235	
34267	34016	
181	416	
47241	47717	
43917	41000	
54725	55585	
33319	35691	
24306	26648	
39112	38920	
45868	47844	
36619	38431	
42976	44055	
44974	45645	
56880	57116	
59119	59790	
44415	43301	
28908	29700	
17465	16038	
1459	2057	
46691	48780	
47606	49029	
24992	23991	
38933	37405	
23113	25163	
3186	3608	
167	144	
50362	51016	
6774	7236	
26436	29161	
42815	42137	
52686	51376	
35934	38118	
16983	17586	
14244	16837	
33213	30684	
49202	51171	
41556	44096	
2685	3697	
21183	20283	
1432	1393	
13589	11534	
31452	30404	
54371	53454	
28571	31015	
30091	31373	
49926	47996	
4097	3704	
59222	59353	
9311	9779	
4181	2606	
1858	1725	
15081	17606	
49007	47039	
46484	49019	
35034	33380	
15167	12630	
52469	51249	
9888	11092	
41149	39552	
55007	53146	
7220	6702	
26362	28882	
18016	19243	
48102	47030	
54737	54588	
42061	43702	
17630	20592	
27012	28954	
53503	53946	
31901	33783	
29889	30140	
16153	14592	
25946	27691	
15088	17104	
13324	11906	
53855	55556	
40605	37751	
55921	56432	
297	185	
37226	34691	
19864	19663	
1666	821	
33339	33293	
46993	49282	
46932	46266	
50597	48509	
43124	40913	
30718	31301	
6902	5558	
26152	26462	
26556	29761	
5018	5628	
33825	35852	
4965	3956	
2368	3182	
46632	46682	
58983	58823	
26539	23300	
30501	28057	
41350	44161	
58308	57963	
3220	4280	
24523	26667	
11161	11340	
32853	31806	
31899	34035	
56830	55522	
40806	39939	
23122	22232	
33527	35312	
24630	24963	
51810	54070	
36325	35208	
5955	5172	
42063	41955	
4551	6256	
30321	30299	
34405	31629	
54729	53727	
15092	16583	
36614	36946	
41204	42431	
16311	19187	
33689	36479	
43731	41143	
38626	36256	
35273	38196	
31720	31190	
29098	26157	
14040	11553	
42960	45308	
49938	47692	
16317	16707	
18303	17989	
30105	30701	
27184	24716	
6957	8323	
8949	10726	
51731	50169	
42410	43281	
46387	44598	
34854	35698	
50344	52554	
22828	23336	
58081	57243	
36548	38828	
611	173	
1949	2520	
43024	43786	
25182	26601	
39704	37168	
24366	21938	
37440	37458	
1493	2082	
46837	47796	
33641	32363	
22087	22725	
18059	18215	
17719	15876	
13539	12600	
10968	12189	
28947	27918	
58610	58852	
7857	9892	
46667	46179	
8642	7385	
45128	48098	
58613	58951	
47117	46766	
59998	59992	
54606	55014	
47697	46588	
35391	34004	
28143	27557	
52587	52623	
26320	26380	
23781	20961	
31545	34520	
37712	34739	
9961	7443	
22299	19536	
59988	59967	
31410	30168	
33659	32769	
37109	38043	
44359	46532	
12501	14681	
25611	26158	
56070	54989	
45680	46744	
8809	9864	
3724	2961	
58589	58871	
50630	51477	
28350	25217	
2014	2586	
16321	19351	
57888	58704	
36183	35707	
46617	45289	
44101	41665	
47779	46320	
46114	46590	
18024	18070	
39353	42278	
59866	59832	
17612	17519	
51676	52417	
1456	1944	
23339	25948	
28599	31309	
53841	54152	
36318	32999	
35115	33188	
55463	55839	
58613	58624	
24302	24248	
56749	55338	
55188	56409	
30080	29355	
20092	19028	
809	851	
2810	3065	
26210	28173	
7834	6950	
47968	50028	
2429	3487	
47561	49485	
12110	10567	
37936	39671	
59767	59418	
34965	31925	
58136	58119	
2490	3323	
32361	34519	
44142	42317	
13713	16578	
33200	30724	
52687	52103	
31622	28308	
34325	36367	
5154	5601	
48218	46047	
27871	27984	
41957	39445	
50747	51734	
11533	12848	
23938	22255	
45235	47981	
33465	33838	
32730	33661	
14848	13757	
34415	35097	
38675	35683	
20122	21118	
57917	58752	
41724	42449	
11253	9621	
59880	60161	
14949	17126	
1693	1751	
6135	5873	
58071	56945	
453	438	
35694	34351	
23162	25968	
48774	51328	
28366	31372	
33055	34906	
2490	1673	
27548	26984	
10855	8443	
8226	5916	
116	163	
33248	31193	
15177	16895	
42691	43893	
31553	28253	
31981	34118	
20944	21177	
35527	33200	
27102	23890	
16000	13233	
1095	1505	
8472	7276	
38807	37019	
55568	53931	
24364	25115	
20656	17742	
17990	20855	
2183	2003	
55962	55597	
2964	3264	
12353	10228	
26822	26496	
24227	25853	
25193	25236	
36709	35375	
57971	57098	
46794	44445	
59780	59604	
26222	24878	
33267	29992	
51607	52406	
17188	19782	
40561	40415	
30641	29921	
29932	27599	
13501	10956	
59015	59309	
50518	52524	
16525	17688	
50818	52834	
48548	48113	
26003	23299	
38646	36642	
16546	14764	
57413	58133	
59536	59692	
50352	47942	
44378	44619	
50033	50195	
46587	49044	
13782	11022	
442	383	
4583	6086	
9859	7878	
14836	12443	
242	451	
27385	28404	
12887	12548	
13975	12117	
16287	16162	
12093	10990	
