33724	33935	33015	
17835	15768	19073	
34804	35380	36348	
4824	4482	4752	
37473	38192	38002	
24564	26094	23879	
5596	7237	6722	
14394	17051	13387	
38891	38251	39530	
12637	12365	11469	
22858	24741	23828	
7484	6308	7708	
22612	25042	25236	
16380	13648	15762	
21249	21443	20586	
37636	37327	38125	
7182	6289	7378	
6982	8034	5185	
3349	3297	3535	
508	476	1103	
34953	35155	33850	
25172	25440	25545	
32236	33345	32376	
5744	3958	7112	
16257	17529	18521	
15927	17741	15694	
37243	35913	38007	
6487	4975	5052	
29269	28754	27233	
23776	21587	25154	
39651	39706	39610	
39573	39615	39520	
7413	9166	9529	
32553	30947	33139	
6145	4271	5113	
27999	29383	25499	
6794	7581	7450	
4078	2656	3882	
8404	9378	8026	
1944	2899	1110	
19030	17403	19856	
31276	29663	31259	
15401	14947	13729	
18233	16625	20623	
18895	16737	21131	
5440	3553	3906	
36418	34920	36831	
3095	2869	2849	
3793	5070	3698	
722	1136	1202	
1458	688	408	
33319	32639	35098	
39465	39301	39957	
29926	29023	29200	
32826	33751	32709	
29117	29765	31439	
21830	19445	22968	
12696	10800	14613	
20940	20367	22559	
9139	10022	8021	
1010	776	1253	
14826	14388	12521	
36892	37311	37730	
38918	38287	39165	
8672	7106	9678	
11108	9882	12169	
37806	37466	37191	
20263	20107	21420	
4838	5645	6673	
5541	4802	7247	
5459	6461	6176	
24823	26045	27278	
28527	28273	27484	
15862	17550	18568	
7407	7725	9259	
2651	1533	3984	
5960	4944	4527	
3059	2410	2520	
130	142	383	
37309	36609	37870	
3101	3953	2591	
33580	34967	33132	
38086	38317	37941	
30753	31061	32214	
16633	16904	16974	
10783	9890	12781	
31216	29132	31771	
910	1733	177	
31922	29934	31809	
14579	15218	12970	
2132	2839	1377	
23773	22774	21134	
26409	25589	27667	
21338	19162	21363	
21456	20781	22479	
13395	14250	14644	
30356	31478	28903	
39807	39543	39576	
3274	1903	4181	
10649	8357	12032	
36658	36932	38153	
9407	10433	10760	
24259	26034	22767	
21577	22190	24241	
6525	5473	8358	
