11793	9612	6536	
19028	1515	1535	
7292	14390	12032	
1511	19335	17778	
18580	1611	641	
1799	17860	18994	
3898	16274	17342	
3706	17057	16564	
18453	838	1698	
4845	14287	14465	
10131	11533	9705	
12032	9223	7406	
18342	2410	967	
7929	11765	11687	
17586	2942	3050	
14239	6834	5510	
17296	1829	1478	
5629	12687	13682	
19621	275	-42	
9724	8410	10870	
5121	13564	15551	
537	19551	20086	
13989	5382	6995	
15264	3623	4764	
13236	7886	5385	
9825	9406	8372	
16853	2313	2765	
2823	16838	15980	
4954	14100	16398	
3042	17300	16728	
4893	14872	16172	
10721	7854	8483	
14159	7109	4524	
15162	3180	4738	
13199	5302	4941	
10817	9656	8108	
3467	16502	15327	
1313	18968	19310	
5650	12963	15231	
12533	8538	6867	
1873	18236	18606	
7027	13043	13892	
13905	4717	6676	
16685	4153	3177	
18213	839	1098	
17937	2017	1525	
1218	19170	18980	
13292	8508	5319	
6418	12387	14651	
19902	-31	-149	
11081	7260	7229	
15804	4728	4083	
15276	4080	5002	
5272	15944	14706	
11410	7952	9407	
12895	5794	7328	
12400	7156	8118	
9381	10879	8925	
14770	4983	5468	
11522	6637	7849	
19090	1238	1520	
12652	6504	8123	
7604	10923	12086	
14657	4051	4190	
13857	7237	7472	
2230	16763	18116	
8485	12205	9649	
4569	15016	16652	
7834	10555	12226	
21	19871	19915	
17934	1316	1533	
4867	14483	13927	
12432	9249	5874	
87	19790	19670	
2775	18293	16542	
9223	11870	11840	
4220	16191	15245	
18576	713	1126	
6312	14519	13044	
86	19779	19755	
3730	15897	14941	
3694	17341	17677	
17888	1988	2083	
14315	5648	4447	
11616	8070	8037	
19788	-117	202	
12306	9364	6952	
14941	6056	4799	
18009	3095	895	
18477	2429	1699	
16408	3948	4191	
17273	3591	3775	
19315	1338	38	
6144	14101	13218	
5605	14378	13103	
3574	15963	17130	
18853	827	1397	
16741	2934	2705	
17727	2120	2497	
12882	6298	8517	
18188	2884	1861	
18103	2814	2761	
9182	11677	11222	
10525	7588	8032	
8741	10499	10719	
19643	322	143	
5750	15048	14681	
6080	15671	14289	
18934	1916	587	
7734	14117	11794	
5924	13426	14693	
3652	16033	16644	
16099	3506	4216	
5291	15481	15169	
2596	17179	16874	
10012	9592	8328	
18929	1798	1921	
5887	13590	14340	
4969	15393	16714	
18402	2588	2487	
12885	5490	8026	
4473	14630	16197	
9318	9709	12306	
15352	3563	3276	
13897	4347	4270	
19779	-40	272	
5981	13822	14322	
2948	16884	15856	
8114	9933	13709	
2145	18914	18568	
12136	9357	7540	
13757	6685	6784	
17819	3188	1403	
12010	6184	6614	
3412	15624	17269	
17618	2636	1956	
11206	7841	8521	
8491	11983	11557	
6573	13415	13918	
13336	7859	5642	
14738	4764	4629	
2356	16775	17112	
13502	4664	6135	
7099	11373	12019	
7569	13201	12087	
8755	13133	10300	
6920	13174	12709	
12628	7552	8042	
7224	11555	11868	
18085	1588	1041	
301	19434	19303	
19162	1419	1119	
16505	2153	2049	
8693	10141	11673	
18619	791	703	
3263	15411	17970	
2019	18919	18029	
7413	11898	11792	
16516	2300	4419	
12911	8064	8907	
571	19786	19624	
5584	13846	15746	
3596	16161	17422	
14708	5687	6784	
4867	16531	14517	
16199	4426	3306	
10264	8540	8295	
6824	14316	13056	
12066	8494	9498	
15901	2922	4925	
17284	1844	2161	
791	19066	19110	
18891	1382	1766	
5751	15988	14701	
1752	17946	17751	
11922	6617	7723	
19481	-82	401	
9404	9140	10827	
16846	3693	4500	
3591	16943	17003	
19411	436	309	
1535	19251	18322	
12556	6306	7464	
17681	3254	1163	
9521	9392	9349	
10208	8816	9545	
3795	14667	16258	
9876	11395	8605	
7062	12535	11217	
14751	4195	6010	
9347	11702	12537	
3397	16054	16898	
6755	11405	13223	
