65727	34716	
16564	85240	
40023	57937	
20822	80406	
56584	45634	
59003	39934	
59926	40626	
24469	76192	
99008	992	
45100	59011	
79843	21081	
57763	39439	
51511	52011	
21405	81366	
21162	78230	
60405	41352	
60045	41463	
9860	90251	
81420	18353	
64922	37596	
63046	39597	
73004	23669	
40039	62811	
28660	67690	
48944	50856	
29663	72795	
53730	47352	
38753	57314	
97951	2049	
30028	69783	
3350	96650	
47913	49268	
16654	85470	
76871	25901	
46983	54810	
78193	21986	
57134	43924	
36854	66825	
91631	8522	
75673	25444	
63887	33848	
43570	58363	
10957	90257	
18132	84682	
29912	67020	
54756	47762	
16242	81921	
78776	20235	
35466	65085	
86880	13264	
8402	91139	
53158	49081	
69394	32630	
25908	76977	
26284	73167	
9460	90288	
25178	75787	
83588	18234	
84737	16596	
5006	94784	
69007	33258	
61347	37710	
17004	85758	
36494	62689	
84196	13141	
60996	37765	
67347	30562	
57835	40246	
68105	33140	
4178	95630	
51453	46673	
70622	32162	
99307	693	
55390	44811	
33858	69765	
50000	50000	
52034	47766	
83892	14891	
76052	21550	
60178	41581	
40432	62494	
6560	92696	
81294	20218	
76376	20387	
5955	94226	
13980	84374	
70161	31399	
87839	11762	
9341	91598	
38907	57553	
42234	60543	
5829	95101	
52114	52015	
82556	15665	
38882	59461	
50434	49827	
6208	93320	
93598	6828	
20814	78959	
6327	92967	
34657	65575	
46495	55709	
82709	16219	
90964	10228	
59749	39625	
19096	77967	
76035	24252	
29535	70937	
80391	17677	
72053	30234	
92312	7910	
63521	38582	
6666	93649	
12141	87276	
77376	20794	
20816	80008	
67397	29874	
71313	31575	
37546	60788	
4797	94671	
8905	89251	
60009	43758	
10301	89618	
77127	23007	
2872	97128	
84841	12534	
74399	23834	
32124	70018	
89464	11397	
70090	27818	
19509	80691	
3681	96288	
21444	78960	
34929	65973	
82894	16542	
18843	81237	
14257	85826	
72518	30437	
96608	3392	
66257	34407	
83691	16885	
34880	64353	
37765	59771	
88488	11166	
82344	20217	
99783	217	
58980	43691	
954	99046	
97815	2185	
75177	25106	
13177	85101	
69105	31841	
18364	80640	
87503	11180	
52385	46898	
81431	16900	
3680	96227	
38199	62550	
18331	82485	
99377	623	
67720	35522	
79221	23314	
40504	59595	
92338	7035	
50635	46618	
92999	7732	
91723	6914	
45381	56112	
91035	9821	
21804	75194	
31553	69638	
90108	9522	
11842	89431	
63928	35870	
44705	54605	
37362	61388	
23489	78051	
86372	12130	
36339	65996	
22081	79049	
41182	59317	
72174	26780	
48310	48186	
30840	72281	
66150	35407	
68332	31366	
41709	61955	
70835	25616	
2327	97673	
77778	23098	
87305	12445	
86645	11291	
79463	21090	
50252	47175	
25792	72422	
31790	65287	
50213	50173	
63061	38950	
93503	6626	
92724	5808	
46378	55468	
81298	20199	
73253	29705	
92593	6705	
1953	98047	
18415	84493	
1705	98295	
79824	23101	
69506	31475	
56096	47152	
57437	39454	
65723	33618	
38278	62264	
95822	4622	
32072	71399	
8538	91380	
45462	56484	
16906	81057	
63590	33401	
35795	67210	
66102	31717	
16980	82524	
6223	93338	
9844	91862	
74848	26319	
5895	93610	
98452	1548	
46714	52006	
6689	93012	
36357	60987	
95502	3804	
96283	3543	
75791	25628	
52689	45504	
41889	59329	
32702	67873	
27329	73964	
23511	75505	
94926	4559	
35287	61156	
46937	49306	
12186	88542	
89538	11678	
49325	50041	
26911	75411	
8202	90865	
75651	22238	
92634	7707	
25612	71604	
65670	33205	
80948	21008	
49527	47154	
34064	65811	
3048	96952	
79598	17932	
39545	63062	
4499	95215	
69534	33540	
93371	6081	
16982	85780	
21311	76118	
1168	98832	
56729	39900	
81844	15636	
75325	25572	
9928	91505	
58591	45444	
23691	77340	
54878	41189	
31239	68091	
75111	22719	
62754	34518	
42889	55134	
19304	80319	
49789	46198	
67172	36255	
93477	7035	
14275	86813	
80596	21888	
53186	44767	
66553	36924	
55167	42096	
1244	98756	
23835	73073	
8025	90386	
36218	67020	
99739	261	
22520	74324	
47582	55337	
16564	82346	
89594	9888	
58216	43715	
95794	3775	
90988	10569	
85424	14739	
84574	16237	
49084	47278	
74586	27518	
63666	36026	
14493	87518	
1939	98061	
35908	63731	
65318	36715	
94894	4445	
45518	51334	
23030	80005	
73508	24514	
35570	62755	
36826	65659	
20836	81479	
64090	34592	
19374	80932	
19787	81557	
42016	61547	
1256	98744	
38811	57286	
70937	27499	
29014	72832	
2001	97999	
8469	90428	
20401	81084	
45034	56912	
30048	72899	
91296	7833	
70503	29196	
43241	59406	
25286	73212	
23719	77549	
95130	5452	
25639	77451	
34054	62161	
16379	80955	
72986	24978	
24229	75410	
93217	7093	
26641	71510	
72908	23572	
65547	37630	
88247	11553	
24897	73737	
80116	17696	
23161	77196	
99209	791	
76171	23308	
5033	95174	
79958	18211	
87150	11106	
85668	12704	
56973	42371	
639	99361	
65179	34551	
33635	63278	
19301	78789	
9379	89598	
62996	35656	
80409	19552	
56064	47647	
13789	84605	
78067	22658	
3856	95889	
45399	57224	
39721	58894	
80522	16725	
36887	63773	
