20085	21697	20520	
32388	8053	7160	
22289	17561	15819	
22653	18580	18677	
10489	29147	29823	
2515	36676	37218	
22146	20615	20526	
10430	31229	27862	
19849	18262	20302	
37980	2420	1118	
3094	35766	37207	
32853	8940	6251	
29616	11919	9191	
13811	25225	23705	
21067	18530	21326	
39623	748	533	
32365	6467	7216	
32301	8360	9425	
32900	5982	9179	
18059	20896	21572	
34860	5545	6302	
1272	38706	38923	
5489	34281	34555	
10811	28301	28654	
5706	33150	34971	
37618	2999	2133	
9253	30773	29894	
35272	3418	4462	
28980	9859	10874	
28462	14091	12428	
12448	26454	27531	
33009	6878	7900	
9098	30877	32977	
12978	28887	26511	
5349	34800	36242	
507	39697	39419	
8634	33138	31399	
23018	15425	18693	
4531	37212	35352	
15290	23654	23171	
5150	34570	34632	
33499	8410	4560	
35886	3493	4911	
38417	2051	1009	
18651	23643	22208	
36709	4055	3603	
20502	20692	20089	
1223	38768	38041	
6662	34328	31526	
27527	13583	12389	
9806	31864	28681	
28820	9646	10815	
38445	1114	1727	
35235	3365	4209	
28240	10507	10065	
10723	27322	28343	
6219	32538	32726	
34632	6787	5734	
24570	13227	17786	
13014	27888	25525	
38591	803	1628	
10020	31030	31774	
2066	38543	38457	
8987	33168	30785	
871	39344	39286	
10296	28840	28426	
37906	3082	2407	
30221	9937	9858	
9697	29719	32604	
23683	14127	14079	
19906	20859	20800	
14257	27989	27938	
29681	10100	10516	
12050	26486	27245	
24083	18295	14476	
31592	9990	7202	
39966	-12	121	
27588	11775	13828	
23870	14525	17103	
3563	34862	35911	
35693	4166	4792	
24545	16699	14473	
33059	7648	7863	
27589	12491	14330	
28003	12752	12936	
10525	27756	29980	
11096	28665	29082	
29497	10963	11740	
12957	28668	25765	
34115	6923	6712	
9211	31517	30538	
8172	31412	32999	
28955	13506	9552	
36725	4702	2285	
20898	18027	21027	
36180	5445	4587	
3614	35846	34946	
2976	37946	37188	
32020	6420	9637	
35605	3654	5870	
2509	38779	38594	
349	39608	40027	
16865	23111	21675	
37009	3107	1999	
15923	23300	24017	
14269	24191	24561	
36317	3421	4714	
21072	20408	18510	
26042	12113	15787	
35679	3986	3465	
35606	5568	5093	
11388	30417	31099	
10916	29152	30833	
39160	812	830	
19752	18359	21908	
35630	4990	4202	
2645	37197	38586	
23326	19354	18732	
4031	36091	34986	
19186	20011	19706	
845	39202	38502	
39336	-6	959	
18652	19167	21369	
19983	17669	21151	
17340	25062	25104	
12978	24556	27536	
25266	16149	14622	
15557	26228	26963	
12565	26423	29277	
33136	5523	6098	
31143	10229	7247	
21856	20708	20682	
16074	23983	21883	
3556	36202	36645	
37939	2226	1713	
9547	28771	28308	
37351	3422	2657	
24549	17358	15984	
32959	7606	7913	
5278	35365	35588	
34155	6391	7545	
7375	33588	31711	
21807	20360	20831	
39330	1278	702	
18693	21548	20380	
36665	3149	2584	
24003	13653	14105	
31933	9850	7649	
32661	5877	9280	
22346	18899	16677	
9978	28899	31686	
16077	22460	25504	
25338	16098	16541	
2773	37776	36552	
3286	38101	37803	
39215	233	481	
10463	31557	28008	
17778	22400	22747	
22830	14698	18522	
20873	18381	19443	
13814	28793	24388	
25817	15445	15007	
27257	10465	11735	
21969	16816	19018	
16551	23619	22792	
35791	4952	5736	
22156	19726	15147	
25598	13306	16103	
5355	35816	35558	
9891	31725	28544	
1732	37382	38031	
11575	29571	29484	
3915	35872	35133	
8039	31052	30067	
39900	218	169	
20616	16737	16570	
8475	32334	30786	
31965	10150	8178	
21506	19652	19562	
13983	26078	28315	
36589	3205	2581	
5130	34892	33634	
11205	26886	30353	
26997	14570	11838	
29096	10168	11090	
37498	2889	2732	
7636	32890	33581	
29474	8221	8815	
33604	5341	4928	
34580	6386	3571	
702	39665	39927	
11514	27391	30353	
33871	7620	4942	
18105	20412	24170	
7775	32389	33908	
2396	36456	37912	
39779	301	-129	
4187	34638	37165	
6181	32504	33405	
3160	36196	36115	
1113	38731	38652	
31526	9197	6397	
14170	25503	23490	
26897	10941	14545	
15133	26172	24227	
34719	5442	5275	
11044	30368	27305	
21148	20939	16886	
38224	2733	1983	
1285	37996	37947	
18641	22869	21816	
37785	2022	3033	
21346	18125	20794	
33218	7654	7342	
21931	17072	18122	
11591	29567	28001	
20393	18403	20370	
36011	5006	4015	
3573	36424	36572	
8845	32711	32299	
18360	20643	20554	
38332	1010	1271	
7683	32022	31488	
22541	16531	15421	
24755	14947	12913	
21610	21080	18658	
25679	15216	12628	
6768	33326	34702	
18918	21452	23703	
2924	38113	38319	
10963	28092	29408	
5402	34104	34150	
13037	27438	24933	
7464	30765	31623	
4277	37276	37296	
19966	18801	19228	
17338	22936	22766	
39902	139	-76	
22319	16503	19360	
18377	21540	22410	
14322	23620	26101	
15511	23335	21868	
22502	17407	15113	
27638	10876	11792	
17293	22457	23088	
35755	2721	4509	
35782	5847	3476	
24305	16465	14625	
16280	22486	25008	
16279	24146	21411	
23348	18689	14453	
19001	22852	23698	
28568	12545	12228	
37216	4024	3629	
11320	29911	27840	
5130	35115	33455	
23942	16963	14554	
8954	31349	31100	
14250	27102	25638	
10888	31515	26676	
11537	26699	30545	
39704	-82	149	
11431	30892	29213	
23577	14641	15550	
36765	4664	1809	
19472	19538	22767	
38858	726	1539	
24384	17306	17879	
34163	5281	5051	
23724	14171	13947	
19975	19697	21369	
25756	15010	15761	
35631	3631	4845	
39477	961	661	
19876	17355	20036	
35376	3921	4986	
18974	23109	20607	
23288	15604	17835	
12065	28857	27146	
39751	-70	466	
1847	38607	38951	
21948	15756	19382	
24190	14569	14828	
10245	30227	27463	
10475	31928	29208	
4133	34534	36896	
17141	25470	20385	
28035	9997	10671	
26092	16144	11985	
1453	38218	39510	
17355	24868	20695	
35513	6056	3240	
30776	11357	11218	
29871	9053	7833	
11143	27436	27715	
15664	23344	23321	
10630	27873	29697	
21913	18452	16232	
27692	11503	12692	
23569	18635	14612	
23855	16522	18534	
14358	27382	26716	
35292	4249	3047	
11459	27697	26836	
35209	5452	5482	
1023	38840	39681	
39033	555	1133	
33000	8158	5476	
15882	26249	23189	
39321	240	816	
23034	15187	14473	
29847	8433	11192	
3863	37530	35791	
22978	17073	19503	
10899	31497	30922	
16064	24861	26053	
19152	21788	23233	
26937	13661	13779	
23041	18467	18615	
31558	10566	10448	
14690	27482	23561	
17931	23248	20129	
4508	34189	35603	
39152	1534	852	
20180	19263	21237	
26023	14258	15538	
11183	31314	27398	
17927	22096	22234	
26898	15226	13454	
16642	21524	22685	
36533	2859	4913	
18392	19968	22224	
30708	10835	8190	
28426	10493	11745	
14088	25912	27195	
16813	21346	21585	
35373	6158	3614	
262	39746	40148	
28708	13420	10758	
25990	15488	15661	
23477	17616	19102	
6091	32153	34399	
21796	15654	16491	
5654	35846	35241	
20906	19482	20258	
27396	10486	10006	
31643	7226	9421	
14190	25981	24431	
6408	35267	34820	
39652	599	127	
8599	29628	29305	
18418	19474	22098	
22786	15533	16847	
4652	36699	33995	
714	39645	38609	
19619	20290	22865	
10396	27286	31206	
15632	26347	24498	
2986	36221	36022	
28766	13733	9500	
32926	7303	6229	
36241	5157	4627	
27197	10508	12515	
4569	34061	36840	
22787	18191	16522	
24372	14727	17222	
8085	32682	31566	
34310	6597	6510	
18601	23227	20041	
20988	18367	21220	
17094	24854	21281	
11034	27923	28068	
32864	5459	8503	
11108	30457	28497	
19810	18191	22545	
37081	3856	1996	
5879	33982	35702	
15045	25048	23981	
29431	12877	12167	
23732	15942	14072	
20223	17832	20772	
22147	18899	16535	
27526	11393	11853	
2193	38543	37103	
38888	1892	1772	
48	39902	39982	
31668	8505	6065	
3015	36623	38229	
39848	-154	38	
35421	4723	3958	
19986	18481	20977	
28573	12809	12215	
29810	12362	9987	
26112	12488	14034	
32091	6081	8705	
26809	12683	13679	
18526	22797	22054	
9457	31990	32477	
3967	35798	36965	
30241	10037	10415	
37251	3608	3469	
2155	37984	37994	
22170	16473	15883	
8154	30742	31488	
5078	33564	34166	
19029	19691	19761	
9708	29449	31004	
29634	9984	11869	
28992	9814	10638	
30713	9835	8534	
35111	6689	4462	
32925	8023	6802	
30941	10231	9233	
4731	33871	33980	
17611	21040	22269	
7280	31017	33429	
24154	16527	13953	
19678	20397	18807	
39533	95	323	
37930	1646	1554	
5308	35780	35234	
32417	6817	6556	
1471	38113	38353	
34515	6269	5580	
29943	8224	8641	
20048	18827	18051	
13074	27151	25097	
30558	7829	11802	
7391	32111	32503	
6104	35248	34021	
2240	38605	37550	
9800	32550	29375	
20135	20597	22308	
8476	29892	32930	
9812	31354	32226	
25296	16028	14099	
860	39118	39779	
8684	31879	32644	
5529	33961	34946	
26040	14633	16319	
31632	10135	8225	
35452	5640	5889	
4216	35796	34541	
35217	6595	5404	
9196	28971	30316	
13921	26178	25666	
2816	37334	37594	
3480	35354	36038	
25648	16182	12752	
25320	12540	15315	
28284	13520	9177	
39716	211	64	
13467	25782	28842	
1773	38289	37623	
10001	28247	29946	
8765	33495	31264	
15549	26041	26369	
7977	32387	30094	
11915	29136	29390	
4852	34210	36870	
26922	12932	12533	
20880	17277	17120	
26661	11939	14370	
