4742	6002	
7413	6806	
4417	4691	
4359	4622	
7118	7766	
9124	9566	
9798	9439	
4075	3572	
6892	7157	
9747	9671	
4400	3021	
4620	4855	
3603	4112	
9143	9391	
5816	6497	
3710	4998	
1358	1109	
8192	7406	
3829	5117	
5587	6508	
6679	7277	
8964	9065	
5329	4762	
4994	3734	
3908	2958	
7344	6293	
811	764	
3540	3452	
4876	3918	
8905	9349	
6832	7553	
122	402	
3819	5014	
6470	6765	
2075	1555	
9346	9640	
431	35	
7448	7970	
1107	1817	
507	-34	
1902	2705	
2679	2496	
120	-3	
8922	9210	
160	60	
6479	5743	
829	1296	
1453	2220	
7140	8227	
1767	1966	
6502	7547	
8421	7644	
2209	1093	
329	765	
7240	7594	
3562	3788	
1069	1633	
5618	6511	
5091	5333	
9533	9055	
468	1025	
5936	6917	
6239	6809	
6328	5612	
7	50	
9997	9972	
7266	7158	
4127	3577	
224	-56	
2050	3175	
2619	3753	
9429	9271	
9959	9802	
1183	743	
2448	2033	
3816	2804	
9778	9450	
5470	5947	
2961	4208	
4949	4982	
3859	4666	
9343	9861	
6405	5539	
8576	8871	
4148	3490	
7961	7648	
3812	5064	
8251	7382	
371	78	
8594	8713	
5910	5572	
9915	9999	
4723	5765	
2017	2324	
9098	9487	
43	-124	
6540	7059	
6073	5978	
227	-131	
7352	8144	
2059	1987	
8405	9392	
5305	3966	
7464	6288	
2644	2539	
6329	5183	
1273	2091	
9205	8458	
8049	7513	
3976	4718	
9748	9503	
7402	7829	
2570	3206	
7060	7541	
3526	3150	
669	1319	
4825	3538	
3542	2532	
5369	3992	
1434	1338	
1255	674	
3725	3596	
1097	1847	
9083	9434	
7728	7962	
6605	7298	
6753	7986	
8445	9436	
7280	6458	
7264	7945	
3155	2008	
6651	7720	
3903	4362	
5958	4819	
5804	6626	
4714	5546	
1169	1974	
6430	7210	
8481	8057	
5624	5152	
8520	9494	
9149	9545	
6991	6491	
2889	2930	
1956	1663	
3947	3585	
2815	2496	
1352	521	
5188	5098	
621	541	
3301	4149	
1389	2302	
1275	1959	
6454	7067	
3237	2059	
1372	1258	
6059	5771	
9180	8920	
1437	2244	
2056	1112	
3797	2655	
8916	8420	
4030	2934	
5153	5836	
8116	8284	
2720	2424	
2254	1361	
9	-66	
8477	9357	
6261	7174	
6589	6752	
1919	1132	
2317	3390	
7626	8553	
4551	5409	
9231	9390	
2621	3803	
613	284	
9294	9910	
5720	4409	
3482	4559	
9168	9555	
7816	8412	
2148	2113	
3944	5013	
4811	3982	
2853	2526	
4269	5151	
8880	9320	
9798	9760	
