27845	27700	24882	
13795	13617	16417	
77443	78840	78345	
56673	53214	56759	
12760	14777	12934	
56832	59776	58432	
77813	77045	77691	
29499	32396	32841	
24046	25548	26748	
67580	70206	66954	
37933	35115	39065	
73005	73397	71371	
9947	12217	10619	
75661	76038	75110	
25330	22427	27973	
1814	1420	2754	
79098	78948	79488	
58089	58111	55217	
74509	76446	74928	
13999	16246	15602	
5188	3712	3396	
34448	32344	37429	
69573	68217	68275	
31573	32245	35267	
7422	5227	7886	
8500	6297	9816	
6398	5439	5847	
77685	78640	77807	
52739	54615	53820	
43640	47471	44502	
42513	46090	39021	
69020	71108	68918	
24311	27137	27060	
78309	77518	77365	
51220	51939	53700	
60681	61594	60518	
39734	42322	43135	
66909	64528	67462	
31445	28277	29630	
39795	41956	39686	
18663	17475	17080	
51967	54728	53007	
72986	71766	71386	
9494	11055	7771	
71343	69365	69483	
22919	21701	21206	
57666	60536	54908	
13348	10660	11299	
54477	55929	57114	
37377	37136	39663	
17117	19128	14590	
31147	33063	33712	
65608	68611	67021	
15023	17184	14420	
26410	25493	22822	
60889	63913	64248	
37525	34394	39619	
423	744	853	
29719	26372	27985	
8771	11096	7126	
62590	62228	64309	
28708	31800	32497	
4113	4122	3605	
23683	23439	22520	
42491	42755	38946	
56910	59348	58147	
10666	12934	12019	
68833	71583	68078	
1930	1220	783	
19522	16225	20748	
44280	45947	40495	
45011	44262	44228	
51439	55040	51235	
2148	2685	2000	
51070	48559	52147	
33828	33625	31808	
65287	66274	63622	
48361	52077	44842	
33415	36741	32997	
31776	30487	33306	
77285	78171	77241	
54112	55927	56027	
25446	28932	22676	
52276	48996	55054	
15802	13300	13959	
24669	22624	27062	
57834	58560	59514	
62902	62433	61975	
35954	39510	37809	
77863	76955	77821	
76330	75487	76784	
62180	59264	64852	
76601	78080	76379	
70741	68734	70770	
9273	7546	9743	
29138	28424	31979	
67089	64792	68265	
49745	51091	51548	
76919	75946	76553	
10148	8696	11710	
1741	1381	2492	
51536	53059	54001	
18314	17779	15261	
24625	23528	22860	
31572	34214	31545	
18311	19456	16734	
61282	58478	61566	
69144	67157	66618	
62680	61581	63150	
72247	73738	74046	
41831	44464	43702	
50953	53738	52950	
54566	54356	54294	
61528	59078	64799	
65932	66120	67504	
35190	33030	37849	
