21534	48970	48160	
50180	17385	20755	
18530	52413	51278	
27822	43945	41505	
27097	43717	44185	
27202	45268	40868	
52457	17638	18184	
18524	52316	52081	
47724	18837	21291	
59396	8787	12539	
32346	36209	40177	
13012	57595	55236	
7476	62478	64431	
61758	7641	9426	
61177	7340	10776	
17590	55484	51384	
20779	48565	45869	
274	69302	69487	
5097	63129	66633	
60472	7147	7642	
19647	49789	50231	
42689	30480	26841	
39826	27963	26526	
33470	34906	35408	
22421	50134	45072	
59650	9772	9960	
48847	20677	17947	
1180	68919	69314	
59774	10005	8989	
41927	25240	28525	
17647	50687	52061	
54805	15820	18020	
18548	49895	49905	
32081	39275	39952	
23425	48818	43912	
46051	25248	21632	
7026	61722	63656	
36374	31141	34404	
7023	61918	64610	
50714	20995	19133	
11877	60754	55816	
31166	36806	35421	
62602	7569	6319	
12682	57820	55166	
11245	57327	60114	
18070	53117	53448	
44487	23324	27489	
6513	63480	65182	
63664	7330	4524	
59527	11444	9609	
6590	63586	63445	
55191	13523	16100	
47957	24737	22684	
5807	65278	62735	
63511	8299	7065	
36803	32147	36370	
59950	11843	10477	
9208	58720	61093	
49185	17919	20619	
13703	56508	56258	
67343	1361	3664	
64942	3472	3317	
43285	25789	29979	
2505	67696	68303	
9821	60450	59830	
43982	23755	26589	
18120	51121	51055	
10520	62107	61290	
52931	20029	16758	
66381	2260	2674	
16866	53065	52197	
6936	61380	64039	
20402	52858	51856	
41078	31920	32504	
68295	2436	1178	
55217	17769	15004	
8918	58970	63020	
62442	9585	5943	
8404	63104	59417	
1005	68416	68333	
41659	29585	26777	
51722	20212	15547	
30736	35868	38758	
49900	18997	18113	
52302	18812	17544	
27071	40560	40550	
39987	33471	33500	
64060	7274	3907	
22477	46471	47887	
14117	58757	54737	
46876	21563	25279	
49542	23801	18672	
49024	19175	17732	
12981	56147	59629	
7331	62279	63751	
47929	19613	20443	
47298	24335	23661	
61364	8356	7180	
10716	60248	61155	
19245	50205	50393	
37187	30859	29555	
8574	59196	59277	
27874	38754	43446	
16727	54458	56057	
10327	59070	60293	
1490	69180	68307	
19179	51726	48855	
